274,2433.6
265,1976
242,1943.6
184,1814.8
280,1638
1,1537.5
266,1330
26,984
25,943
20,796.5
13,796.5
298,737
73,585.6
10,507
213,500.5
19,486
295,401.5
212,386.75
70,368
4,345
256,313.5
130,213.5
246,140.25
228,131.25
53,112.12
197,110.5
72,67.2
92,48.3
91,20.7
111,10.5
300,0
299,0
297,0
296,0
294,0
293,0
292,0
291,0
290,0
289,0
288,0
287,0
286,0
285,0
284,0
283,0
282,0
281,0
279,0
278,0
277,0
276,0
275,0
273,0
272,0
271,0
270,0
269,0
268,0
267,0
264,0
263,0
262,0
261,0
260,0
259,0
258,0
257,0
255,0
254,0
253,0
252,0
251,0
250,0
249,0
248,0
247,0
245,0
244,0
243,0
241,0
240,0
239,0
238,0
237,0
236,0
235,0
234,0
233,0
232,0
231,0
230,0
229,0
227,0
226,0
225,0
224,0
223,0
222,0
221,0
220,0
219,0
218,0
217,0
216,0
215,0
214,0
211,0
210,0
209,0
208,0
207,0
206,0
205,0
204,0
203,0
202,0
201,0
200,0
199,0
198,0
196,0
195,0
194,0
193,0
192,0
191,0
190,0
189,0
188,0
187,0
186,0
185,0
183,0
182,0
181,0
180,0
179,0
178,0
177,0
176,0
175,0
174,0
173,0
172,0
171,0
170,0
169,0
168,0
167,0
166,0
165,0
164,0
163,0
162,0
161,0
160,0
159,0
158,0
157,0
156,0
155,0
154,0
153,0
152,0
151,0
150,0
149,0
148,0
147,0
146,0
145,0
144,0
143,0
142,0
141,0
140,0
139,0
138,0
137,0
136,0
135,0
134,0
133,0
132,0
131,0
129,0
128,0
127,0
126,0
125,0
124,0
123,0
122,0
121,0
120,0
119,0
118,0
117,0
116,0
115,0
114,0
113,0
112,0
110,0
109,0
108,0
107,0
106,0
105,0
104,0
103,0
102,0
101,0
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
71,0
69,0
68,0
67,0
66,0
65,0
64,0
63,0
62,0
61,0
60,0
59,0
58,0
57,0
56,0
55,0
54,0
52,0
51,0
50,0
49,0
48,0
47,0
46,0
45,0
44,0
43,0
42,0
41,0
40,0
39,0
38,0
37,0
36,0
35,0
34,0
33,0
32,0
31,0
30,0
29,0
28,0
27,0
24,0
23,0
22,0
21,0
18,0
17,0
16,0
15,0
14,0
12,0
11,0
9,0
8,0
7,0
6,0
5,0
3,0
2,0
